City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,roald,62.5833,6.1333,37.76,86,100,6.91,NO,1679871987
1,ushuaia,-54.8,-68.3,44.26,61,0,14.97,AR,1679871799
2,hermanus,-34.4187,19.2345,56.8,68,15,17.78,ZA,1679871988
3,oliveira dos brejinhos,-12.3169,-42.8961,75.16,71,77,0.25,BR,1679871988
4,honningsvag,70.9821,25.9704,28.15,64,20,11.5,NO,1679871989
5,baijiantan,45.6333,85.1833,44.69,38,45,3.76,CN,1679871989
6,qaqortoq,60.7167,-46.0333,28.9,75,100,7.25,GL,1679871990
7,albany,42.6001,-73.9662,48.61,47,10,1.01,US,1679871991
8,provideniya,64.3833,-173.3,26.71,80,75,15.99,RU,1679871992
9,klaksvik,62.2266,-6.589,29.32,49,99,6.64,FO,1679871992
10,perth,-31.9333,115.8333,63.66,80,0,8.05,AU,1679871736
11,mahebourg,-20.4081,57.7,79.09,83,75,11.5,MU,1679871993
12,sao filipe,14.8961,-24.4956,71.67,68,52,8.3,CV,1679871993
13,cape town,-33.9258,18.4232,60.91,70,0,15.01,ZA,1679871994
14,busselton,-33.65,115.3333,54.07,77,0,10.02,AU,1679871995
15,shimoda,34.6667,138.95,51.1,74,84,16.82,JP,1679871995
16,kindu,-2.95,25.95,69.19,95,98,1.68,CD,1679871995
17,puerto ayora,-0.7393,-90.3518,89.56,86,100,5.01,EC,1679871996
18,imbituba,-28.24,-48.6703,72.91,81,0,13.06,BR,1679871997
19,ilinskoye-khovanskoye,56.9718,39.7684,38.91,100,100,4.88,RU,1679871997
20,bontang,0.1333,117.5,76.19,91,100,5.37,ID,1679871997
21,hervey bay,-25.2986,152.8535,78.08,66,37,3.27,AU,1679871907
22,salihli,38.4826,28.1477,54.9,78,4,1.74,TR,1679871998
23,san patricio,28.017,-97.5169,89.17,61,97,9.69,US,1679871998
24,vaini,-21.2,-175.2,80.76,89,75,10.36,TO,1679871999
25,tarakan,3.3,117.6333,78.3,94,40,2.3,ID,1679871999
26,hobart,-42.8794,147.3294,57.25,78,75,8.05,AU,1679871803
27,sabha,27.0377,14.4283,65.7,18,0,5.64,LY,1679871832
28,prince rupert,54.3161,-130.3201,46.49,46,75,11.5,CA,1679871722
29,bilibino,68.0546,166.4372,-3.33,90,100,10.36,RU,1679872000
30,yarmouth,41.7057,-70.2286,55.87,64,0,10.36,US,1679872001
31,chifeng,42.2683,118.9636,33.75,28,34,6.44,CN,1679872001
32,port hardy,50.6996,-127.4199,44.58,65,100,11.63,CA,1679872001
33,ribeira grande,38.5167,-28.7,61.77,87,62,21.99,PT,1679872002
34,rikitea,-23.1203,-134.9692,79.03,77,25,8.19,PF,1679872002
35,olenegorsk,68.15,33.3,-5.37,100,63,2.89,RU,1679872002
36,westport,41.1415,-73.3579,60.78,27,0,11.5,US,1679871866
37,mataura,-46.1927,168.8643,55.47,58,82,9.15,NZ,1679872003
38,meadow lake,34.8014,-106.5436,53.47,18,92,21.99,US,1679872003
39,urusha,54.05,122.9,15.49,84,28,1.07,RU,1679872004
40,thompson,55.7435,-97.8558,7.7,83,100,8.99,CA,1679872004
41,bowen,-20.0167,148.2333,77.49,75,44,8.52,AU,1679872004
42,gamba,-2.65,10.0,75.36,91,100,7.14,GA,1679872005
43,punta arenas,-53.15,-70.9167,42.91,87,100,2.3,CL,1679872005
44,victoria,22.2855,114.1577,67.24,88,100,15.99,HK,1679871901
45,jamestown,42.097,-79.2353,48.52,45,0,8.05,US,1679872005
46,namibe,-15.1961,12.1522,75.04,72,98,4.61,AO,1679872006
47,tamworth,52.634,-1.6959,41.65,79,94,4.74,GB,1679871880
48,yellowknife,62.456,-114.3525,5.56,50,92,8.01,CA,1679872006
49,port elizabeth,-33.918,25.5701,59.09,95,20,3.44,ZA,1679871784
50,vryheid,-27.7695,30.7917,55.11,95,100,5.1,ZA,1679872007
51,kapaa,22.0752,-159.319,80.58,71,75,9.22,US,1679872008
52,port alfred,-33.5906,26.891,63.54,61,94,10.2,ZA,1679872008
53,namatanai,-3.6667,152.4333,83.93,60,3,8.97,PG,1679872009
54,khatanga,71.9667,102.5,-16.33,100,91,5.17,RU,1679872009
55,cidreira,-30.1811,-50.2056,71.17,78,1,10.63,BR,1679872010
56,vallenar,-28.5708,-70.7581,73.27,56,0,4.56,CL,1679872010
57,richards bay,-28.783,32.0377,68.45,86,100,18.81,ZA,1679872011
58,zhigansk,66.7697,123.3711,22.73,96,100,15.99,RU,1679872011
59,ola,59.5833,151.2833,9.03,92,72,5.97,RU,1679872011
60,kundiawa,-6.0167,144.9667,70.0,75,84,2.04,PG,1679872012
61,sandpoint,48.2766,-116.5533,46.85,61,75,5.75,US,1679871914
62,kenai,60.5544,-151.2583,33.89,47,0,5.75,US,1679872012
63,iaciara,-14.0958,-46.6317,77.81,57,97,1.16,BR,1679872013
64,camabatela,-8.1881,15.375,62.33,99,85,1.77,AO,1679872013
65,benalla,-36.55,145.9833,59.31,82,100,4.14,AU,1679872013
66,port blair,11.6667,92.75,77.04,88,40,2.3,IN,1679872014
67,timizart,36.8,4.2667,57.79,46,64,6.2,DZ,1679872014
68,oksfjord,70.2396,22.3479,14.18,87,87,4.14,NO,1679872014
69,tuktoyaktuk,69.4541,-133.0374,19.47,74,29,21.77,CA,1679872015
70,quatre cocos,-20.2078,57.7625,75.09,82,91,12.3,MU,1679872015
71,castro,-24.7911,-50.0119,66.85,93,90,4.03,BR,1679871796
72,yulara,-25.2406,130.9889,71.53,68,35,9.28,AU,1679872016
73,kavieng,-2.5744,150.7967,84.51,64,11,15.32,PG,1679872016
74,nhulunbuy,-12.2333,136.7667,83.01,78,40,5.75,AU,1679872017
75,atuona,-9.8,-139.0333,80.8,76,79,15.19,PF,1679872017
76,hilo,19.7297,-155.09,83.28,78,75,11.5,US,1679872017
77,atasu,48.6814,71.6433,30.04,98,83,3.47,KZ,1679872018
78,north platte,41.1239,-100.7654,37.29,56,75,8.05,US,1679872018
79,saskylakh,71.9167,114.0833,1.89,96,100,16.17,RU,1679872018
80,new norfolk,-42.7826,147.0587,56.91,69,99,0.18,AU,1679872019
81,carauari,-4.8828,-66.8958,72.86,99,100,0.56,BR,1679872019
82,east london,-33.0153,27.9116,64.18,65,99,13.13,ZA,1679872020
83,sfantu gheorghe,45.8667,25.7833,37.92,78,67,2.04,RO,1679872020
84,kaa-khem,51.6833,94.7333,12.4,86,66,3.67,RU,1679872020
85,gaoual,11.75,-13.2,87.91,29,41,5.08,GN,1679872021
86,surt,31.2089,16.5887,63.48,50,0,7.81,LY,1679872021
87,mount gambier,-37.8333,140.7667,53.85,96,100,6.2,AU,1679872021
88,avarua,-21.2078,-159.775,84.25,79,20,10.36,CK,1679872022
89,cherskiy,68.75,161.3,0.55,87,100,14.92,RU,1679872023
90,adolfo ruiz cortines,25.75,-108.75,83.98,13,25,16.11,MX,1679872024
91,alyangula,-13.8483,136.4192,81.09,65,45,9.13,AU,1679872024
92,saldanha,-33.0117,17.9442,61.95,71,23,11.81,ZA,1679872025
93,hamilton,39.1834,-84.5333,64.35,41,0,9.22,US,1679871932
94,chuy,-33.6971,-53.4616,64.58,81,1,10.22,UY,1679872025
95,bluff,-46.6,168.3333,55.8,76,97,22.95,NZ,1679871919
96,evensk,61.95,159.2333,-1.12,68,6,2.04,RU,1679872026
97,mar del plata,-38.0023,-57.5575,60.1,76,0,4.0,AR,1679872027
98,saint anthony,45.0205,-93.218,41.14,47,0,12.66,US,1679872028
99,desna,50.9273,30.7605,42.98,87,43,7.07,UA,1679872029
100,terekli-mekteb,44.1671,45.8698,52.61,74,77,5.66,RU,1679872030
101,souillac,-20.5167,57.5167,77.74,84,89,10.92,MU,1679872031
102,hazorasp,41.3194,61.0742,53.44,22,33,10.0,UZ,1679872031
103,dakar,14.6937,-17.4441,74.28,87,73,12.57,SN,1679871899
104,berck,50.4,1.6,42.28,81,0,5.75,FR,1679872032
105,chapleau,47.8405,-83.4034,30.58,90,100,5.77,CA,1679872033
106,sioux lookout,50.1001,-91.917,27.09,77,99,5.7,CA,1679872034
107,nelson bay,-32.7167,152.15,70.11,91,82,10.0,AU,1679872034
108,tongliao,43.6125,122.2653,33.17,30,98,4.83,CN,1679872035
109,padang,-0.9492,100.3543,75.25,78,97,3.04,ID,1679872035
110,yumen,40.2833,97.2,43.02,20,100,9.15,CN,1679872036
111,akureyri,65.6835,-18.0878,16.56,97,100,5.19,IS,1679872037
112,dikson,73.5069,80.5464,-20.52,100,100,4.85,RU,1679872037
113,barrow,71.2906,-156.7887,26.62,93,100,25.32,US,1679871858
114,gat,31.61,34.7642,59.4,100,3,5.37,IL,1679871840
115,aksu,41.1231,80.2644,49.05,24,7,1.72,CN,1679872038
116,blagoevgrad,42.0167,23.1,46.29,67,83,1.01,BG,1679872039
117,salamiyah,35.0113,37.0532,51.42,92,55,10.58,SY,1679872039
118,goderich,43.7501,-81.7165,35.98,89,13,9.17,CA,1679872040
119,adrar,20.5022,-10.0711,75.67,7,0,9.24,MR,1679872041
120,isangel,-19.55,169.2667,82.29,83,70,14.43,VU,1679872042
121,ziro,27.6333,93.8333,45.52,97,96,1.72,IN,1679872042
122,qaanaaq,77.484,-69.3632,-10.66,62,0,5.88,GL,1679872043
123,dali,25.7,100.1833,45.28,86,0,4.65,CN,1679872043
124,pirovskoye,57.6267,92.2658,36.63,89,100,16.64,RU,1679872044
125,mgachi,51.05,142.2667,29.82,72,58,2.04,RU,1679872044
126,havelock,34.8791,-76.9013,63.99,92,75,4.61,US,1679872018
127,kahului,20.8947,-156.47,82.42,58,20,19.57,US,1679872045
128,hovd,48.0056,91.6419,31.35,41,33,2.15,MN,1679872046
129,cabo san lucas,22.8909,-109.9124,79.61,49,20,4.61,MX,1679872046
130,saint george,37.1041,-113.5841,49.95,35,20,17.27,US,1679871926
131,kruisfontein,-34.0033,24.7314,56.88,68,82,5.91,ZA,1679872047
132,norman wells,65.282,-126.8329,24.69,76,11,3.76,CA,1679872048
133,natitingou,10.3042,1.3796,83.82,47,100,10.22,BJ,1679872049
134,faya,18.3851,42.4509,57.72,74,79,13.62,SA,1679872049
135,vao,-22.6667,167.4833,77.58,86,27,12.15,NC,1679872050
136,bredasdorp,-34.5322,20.0403,58.78,64,64,13.09,ZA,1679872051
137,porto novo,6.4965,2.6036,80.91,75,100,7.83,BJ,1679872051
138,kudus,-6.8048,110.8405,75.56,94,93,0.78,ID,1679872051
139,daloa,6.8774,-6.4502,73.78,92,100,3.22,CI,1679872052
140,knysna,-34.0363,23.0471,59.22,73,90,4.94,ZA,1679871873
141,touros,-5.1989,-35.4608,78.8,82,90,8.66,BR,1679872053
142,bubaque,11.2833,-15.8333,78.21,72,1,18.05,GW,1679872053
143,milkovo,54.7167,158.6167,24.44,72,6,4.54,RU,1679872054
144,manadhoo,5.7667,73.3833,81.77,75,3,8.25,MV,1679872055
145,peleduy,59.6289,112.7406,34.29,98,100,10.47,RU,1679872055
146,aykhal,66.0,111.5,0.36,100,99,5.19,RU,1679872056
147,georgetown,5.4112,100.3354,78.73,94,40,5.01,MY,1679871980
148,pathein,16.7833,94.7333,72.9,86,0,6.62,MM,1679872056
149,longyearbyen,78.2186,15.6401,4.84,72,20,2.3,SJ,1679871788
150,temba,-25.3803,28.2631,70.11,47,95,5.97,ZA,1679872057
151,nizwa,22.9333,57.5333,70.68,62,68,4.03,OM,1679872057
152,ilulissat,69.2167,-51.1,6.82,78,20,5.75,GL,1679872058
153,geraldton,-28.7667,114.6,64.81,82,0,11.5,AU,1679872058
154,tasiilaq,65.6145,-37.6368,8.76,83,23,3.8,GL,1679872058
155,khonsa,27.0167,95.5667,55.06,88,61,4.18,IN,1679872059
156,chokurdakh,70.6333,147.9167,-10.66,99,96,8.57,RU,1679872059
157,bogorodskoye,56.55,37.8833,36.54,99,100,5.84,RU,1679872060
158,keetmanshoop,-26.5833,18.1333,69.26,33,0,12.46,NA,1679872060
159,fortuna,40.5982,-124.1573,51.93,57,0,12.66,US,1679872061
160,hofn,64.2539,-15.2082,32.52,98,100,25.86,IS,1679872061
161,ambon,-3.6954,128.1814,75.34,100,40,5.75,ID,1679872061
162,vardo,70.3705,31.1107,24.78,80,100,6.91,NO,1679872062
163,boa vista,2.8197,-60.6733,85.98,51,20,5.75,BR,1679871929
164,kodiak,57.79,-152.4072,42.31,70,0,5.75,US,1679872062
165,lubao,14.9167,120.55,82.11,79,5,4.56,PH,1679872062
166,gorontalo,0.5412,123.0595,74.97,96,100,1.52,ID,1679872063
167,brenham,30.1669,-96.3977,75.11,49,98,4.05,US,1679871802
168,powassan,46.0334,-79.3496,38.16,82,100,7.7,CA,1679872063
169,nikolskoye,59.7035,30.7861,31.91,95,100,5.91,RU,1679872064
170,guarapari,-20.6667,-40.4975,82.89,86,33,13.94,BR,1679872064
171,dire,12.2833,-10.9667,87.73,25,11,1.1,ML,1679872065
172,bethel,41.3712,-73.414,59.36,21,0,12.66,US,1679872065
173,ekhabi,53.5102,142.9671,23.45,84,7,3.62,RU,1679872065
174,kudahuvadhoo,2.6708,72.8944,81.37,74,0,3.91,MV,1679872066
175,saint-philippe,-21.3585,55.7679,72.99,77,64,9.62,RE,1679872066
176,port macquarie,-31.4333,152.9167,74.89,81,47,6.98,AU,1679871813
177,conceicao da barra,-18.5933,-39.7322,78.91,82,25,8.63,BR,1679872067
178,acapulco,16.8634,-99.8901,84.02,61,20,9.22,MX,1679871868
179,sandviken,60.6167,16.7667,22.57,80,100,9.53,SE,1679872067
180,mbaiki,3.8678,17.9892,72.21,68,49,1.03,CF,1679872068
181,hay river,60.8156,-115.7999,5.45,82,96,3.29,CA,1679872068
182,ponta do sol,32.6667,-17.1,65.03,71,23,8.66,PT,1679872068
183,chikhli,20.35,76.25,71.15,30,2,9.26,IN,1679872069
184,san felipe,10.3399,-68.7425,71.64,87,86,6.71,VE,1679872069
185,olafsvik,64.8945,-23.7142,26.49,69,82,10.45,IS,1679872070
186,torbay,47.6666,-52.7314,33.28,89,90,14.0,CA,1679872070
187,comodoro rivadavia,-45.8667,-67.5,60.66,48,0,2.3,AR,1679872070
188,te anau,-45.4167,167.7167,54.63,91,100,7.05,NZ,1679872071
189,mae ramat,16.984,98.5166,66.13,89,0,1.12,TH,1679872071
190,upernavik,72.7868,-56.1549,-16.47,89,68,7.58,GL,1679872071
191,murgab,37.4966,61.9714,55.27,38,1,4.61,TM,1679872072
192,jerez,14.1,-89.75,83.68,46,4,8.88,GT,1679872072
193,esperance,-33.8667,121.9,62.76,65,60,10.85,AU,1679872072
194,tuatapere,-46.1333,167.6833,57.31,83,100,5.55,NZ,1679872073
195,vung tau,10.346,107.0843,78.78,77,10,11.9,VN,1679872073
196,petropavlovsk-kamchatskiy,53.0452,158.6483,28.99,59,0,8.95,RU,1679872073
197,rocha,-34.4833,-54.3333,64.47,67,56,10.4,UY,1679872074
198,feicheng,35.2606,117.9675,46.67,59,0,3.98,CN,1679872074
199,krasnokamsk,58.0802,55.7541,42.15,99,100,6.11,RU,1679872075
200,merke,42.8728,73.1786,49.53,45,97,3.47,KZ,1679872075
